username,followers,followings,has_biography,is_private,has_name,posts,has_profile_picture,bio_lenght,following_to_follower_ratio,following_to_post_ratio,follower_to_post_ratio,name_only_alphabet,LCSofNameAndUsername_to_name_ratio,number_in_username_ratio,is_fake
moataaazz7,75,7290,0,0,1,0,0,0,97.2,1.00E+12,1.00E+12,1,1,0.1,1
stekann.07,16,1442,0,0,1,0,0,0,90.125,1.00E+12,1.00E+12,1,0.090909091,0.2,1
scotch9067,32,1714,0,0,1,0,0,0,53.5625,1.00E+12,1.00E+12,0,1,0.4,1
kaarriimm88,34,4245,0,0,0,0,0,0,124.8529412,1.00E+12,1.00E+12,1,0,0.181818182,1
aboodjihad00,37,2590,0,0,1,0,0,0,70,1.00E+12,1.00E+12,0,1,0.166666667,1
jamila56j7,50,4004,0,0,1,0,0,0,80.08,1.00E+12,1.00E+12,0,0.666666667,0.3,1
lovewac12,45,4405,0,0,1,0,0,0,97.88888889,1.00E+12,1.00E+12,0,0.25,0.222222222,1
djalirezaaaa,33,3459,0,0,1,0,0,0,104.8181818,1.00E+12,1.00E+12,1,1,0,1
o.va3,59,7477,0,0,1,0,0,0,126.7288136,1.00E+12,1.00E+12,0,0.5,0.2,1
jony1assaf,15,1179,0,0,1,0,0,0,78.6,1.00E+12,1.00E+12,0,0.142857143,0.1,1
yrehsh879,40,5836,0,0,1,0,0,0,145.9,1.00E+12,1.00E+12,0,1,0.333333333,1
youbvc788,55,5305,0,0,1,0,0,0,96.45454545,1.00E+12,1.00E+12,0,1,0.333333333,1
nsrynn09,26,3502,0,0,1,0,0,0,134.6923077,1.00E+12,1.00E+12,0,0.888888889,0.25,1
samesame721,30,4584,0,0,1,0,0,0,152.8,1.00E+12,1.00E+12,1,1,0.272727273,1
jawedahmadi100200,80,6972,0,0,1,0,0,0,87.15,1.00E+12,1.00E+12,0,1,0.352941176,1
dbidjdidbd,29,2873,0,0,1,0,0,0,99.06896552,1.00E+12,1.00E+12,1,0,0,1
ggyydo,20,1188,0,0,1,0,0,0,59.4,1.00E+12,1.00E+12,1,0,0,1
paksali96,53,4276,0,0,1,0,0,0,80.67924528,1.00E+12,1.00E+12,1,0.5,0.222222222,1
miladp46,69,6476,0,0,1,0,0,0,93.85507246,1.00E+12,1.00E+12,0,1,0.25,1
hhhhh18798,23,4620,0,0,1,0,0,0,200.8695652,1.00E+12,1.00E+12,0,1,0.5,1
killr_0,39,4700,0,0,1,0,0,0,120.5128205,1.00E+12,1.00E+12,0,0.714285714,0.142857143,1
luca_de_santis95,40,5521,0,0,1,0,0,0,138.025,1.00E+12,1.00E+12,0,1,0.125,1
dfcx82,26,1469,0,0,1,0,0,0,56.5,1.00E+12,1.00E+12,1,1,0.333333333,1
hb_freeme12e,41,6258,0,0,1,0,0,0,152.6341463,1.00E+12,1.00E+12,0,0.1,0.166666667,1
bouk.moha,40,4445,0,0,1,0,0,0,111.125,1.00E+12,1.00E+12,0,0.5,0,1
bbngghhhgghhhhh,10,1756,0,0,1,0,0,0,175.6,1.00E+12,1.00E+12,1,1,0,1
molol.pl,35,4389,0,0,1,0,0,0,125.4,1.00E+12,1.00E+12,1,0,0,1
jarna3.bb,20,1667,0,0,1,0,0,0,83.35,1.00E+12,1.00E+12,1,0.166666667,0.111111111,1
sina1377792,37,3512,0,0,1,0,0,0,94.91891892,1.00E+12,1.00E+12,0,1,0.636363636,1
alimoner947,42,7423,0,0,1,0,0,0,176.7380952,1.00E+12,1.00E+12,0,1,0.272727273,1
issamchike36,39,4051,0,0,1,0,0,0,103.8717949,1.00E+12,1.00E+12,0,0.166666667,0.166666667,1
zraziz1234,73,5826,0,0,1,0,0,0,79.80821918,1.00E+12,1.00E+12,0,0.125,0.4,1
faux2019,33,2249,0,0,1,0,0,0,68.15151515,1.00E+12,1.00E+12,1,0,0.5,1
avina.rasool,59,4573,0,0,1,0,0,0,77.50847458,1.00E+12,1.00E+12,0,0.333333333,0,1
hmwd479_7,7,766,0,0,1,0,0,0,109.4285714,1.00E+12,1.00E+12,1,0,0.444444444,1
430.ngut90,48,3085,0,0,1,0,0,0,64.27083333,1.00E+12,1.00E+12,1,0.25,0.5,1
cutti78902019,22,1326,0,0,1,0,0,0,60.27272727,1.00E+12,1.00E+12,1,0.75,0.615384615,1
